"shock","response","horizon","irf_val","lower","upper"
"SP500","FCI_ENDO_AVG",10,-0.0441681804027365,-0.0583567524591213,-0.0120603521389459
"SP500","FCI_ENDO_AVG",11,-0.0448744760299217,-0.0595403166686416,-0.0113959369775487
"SP500","FCI_ENDO_AVG",12,-0.0454681008861285,-0.0599072146143199,-0.0104846813930923
"SP500","FCI_ENDO_AVG",13,-0.0459789299365875,-0.0608607102907071,-0.00995725068072368
"SP500","FCI_ENDO_AVG",14,-0.0464315770971123,-0.0609041000978107,-0.00926435325459592
"SP500","FCI_ENDO_AVG",15,-0.0468462602563103,-0.0608958184459532,-0.00924995401499405
"SP500","FCI_ENDO_AVG",16,-0.0472389381525597,-0.0611169732849013,-0.00923384849770451
"SP500","FCI_ENDO_AVG",17,-0.0476217740972407,-0.0615125744857898,-0.00901956099453838
"SP500","FCI_ENDO_AVG",18,-0.0480035411625602,-0.0617965989886312,-0.00870792569645108
"SP500","FCI_ENDO_AVG",19,-0.048390067975322,-0.062251099342944,-0.00849892590101048
"SP500","FCI_ENDO_AVG",20,-0.0487846701356508,-0.0628937065114843,-0.00805098976765993
"SP500","FCI_ENDO_AVG",21,-0.0491885694506694,-0.0630905868837237,-0.00788716660221831
"SP500","FCI_ENDO_AVG",22,-0.0496012885953979,-0.0632622823404742,-0.00745527273094584
"SP500","FCI_ENDO_AVG",23,-0.050021017104967,-0.0633754660794305,-0.00708263077741497
"SP500","FCI_ENDO_AVG",24,-0.0504449445719178,-0.0633218546955243,-0.00727210535795769
"SP500","Cred_Real_Total",0,-0.0736404259100742,-0.265204587852737,0.114661443084245
"SP500","Cred_Real_Total",1,-0.217002890391894,-0.513927351592564,0.096446637309252
"SP500","Cred_Real_Total",2,-0.0591555032467902,-0.299923627217053,0.209056273674151
"SP500","Cred_Real_Total",3,-0.085493077235563,-0.328782513880835,0.199600609495313
"SP500","Cred_Real_Total",4,-0.0639817237006443,-0.316531423881714,0.220719638222721
"SP500","Cred_Real_Total",5,-0.0617907684184392,-0.325395409533362,0.228819939309022
"SP500","Cred_Real_Total",6,-0.0530147383034527,-0.314053651981023,0.239906437419471
"SP500","Cred_Real_Total",7,-0.0464190448916424,-0.309757812461357,0.241874423318957
"SP500","Cred_Real_Total",8,-0.0394028543612104,-0.300210523191954,0.262730530651363
"SP500","Cred_Real_Total",9,-0.0329114663783111,-0.294002075876704,0.27799016402452
"SP500","Cred_Real_Total",10,-0.0265736205135303,-0.289395736971231,0.293033910257142
"SP500","Cred_Real_Total",11,-0.0203872370575695,-0.287689360501198,0.297196251686427
"SP500","Cred_Real_Total",12,-0.0141950109586313,-0.280047552237242,0.29892814558992
"SP500","Cred_Real_Total",13,-0.00788455333498751,-0.280939432124724,0.311874913843447
"SP500","Cred_Real_Total",14,-0.00133954411092567,-0.271533994880273,0.312104477053801
"SP500","Cred_Real_Total",15,0.00553302903817343,-0.260750918869795,0.325378648616675
"SP500","Cred_Real_Total",16,0.0128058979190417,-0.250654787709567,0.336968738152653
"SP500","Cred_Real_Total",17,0.0205278980471061,-0.245539382274423,0.340409733380763
"SP500","Cred_Real_Total",18,0.0287249258341381,-0.236703329745623,0.335385316389691
"SP500","Cred_Real_Total",19,0.0374009990157974,-0.226569306672938,0.336042802994829
"SP500","Cred_Real_Total",20,0.0465403719308365,-0.215860818003659,0.337906370332328
"SP500","Cred_Real_Total",21,0.0561099912029742,-0.204747429466017,0.34238453224153
