"proxy","response","horizon","irf_point","ci_lower","ci_upper","n_boot_valid"
"VIX","IPC_yoy",3,0.325920767079158,-12.9961085132653,10.9090212745071,500
"VIX","IPC_yoy",4,0.30937994088952,-11.6861547382682,9.86762264488387,500
"VIX","IPC_yoy",5,0.290057379746735,-10.424543846419,8.88144079835361,500
"VIX","IPC_yoy",6,0.270449001864583,-9.24423120404435,7.96357411916759,500
"VIX","IPC_yoy",7,0.25124015372614,-8.23943074265944,7.00905440744957,500
"VIX","IPC_yoy",8,0.232586215876275,-7.40439382838963,6.01084709199935,500
"VIX","IPC_yoy",9,0.214508315001688,-6.55575939891112,5.37482845156472,500
"VIX","IPC_yoy",10,0.197000630273757,-5.68826855294328,4.81633160910819,500
"VIX","IPC_yoy",11,0.180056984604542,-4.86635603104854,4.26471207720764,500
"VIX","IPC_yoy",12,0.163675729969577,-4.17042983875021,3.8343805927642,500
